utterance_id,date,term,text,senti_3_final,senti_6_final,revisado_por,fecha
ParlaMint-ES_2020-05-13-CD200513.u6,2020-05-13,Legislatura XIV,"Efectivamente el COVID-19, la crisis del COVID, tiene una triple dimensión: la sanitaria, la social y la económica. Ahí están las perspectivas económicas de un parón de la actividad en el año 2020 y una recuperación de la misma en el año 2021, y creo que si algo se ha demostrado con esta crisis del COVID es que el camino para adelantar precisamente esa recuperación económica es el de la unidad. La unidad salva vidas, señorías, y la unidad también puede salvar empresas y puestos de trabajo. Ayer tuvimos un buen ejemplo en el Consejo de Ministros, donde aprobamos un real decreto-ley para extender los ERTE hasta el 30 de junio, previo diálogo y acuerdo entre el Gobierno y los agentes sociales, es decir, los empresarios y los sindicatos. Esta semana se va a poner en marcha la Comisión parlamentaria para la Reconstrucción Social y Económica, y creo, señoría, que su grupo - y el conjunto de grupos - está llamado a fraguar esa unidad, porque esa unidad, señorías, no solamente salva vidas en esta crisis del COVID, sino que también puede salvar empresas y puestos de trabajo.",,,,
ParlaMint-ES_2021-11-03-CD211103.u49,2021-11-03,Legislatura XIV,"Yo creo que a muchos de nosotros, de verdad se lo digo, señoría, nos avergüenza un poco esa imagen que se traslada fuera del Parlamento, que parecemos un patio de colegio, por no decir, como dice el presidente, un estadio de fútbol. Es que parecemos un patio del colegio donde ustedes se ponen a corear cuando les parece que llega el momento de interrumpir un debate tan importante para este país. Señoría, no soy yo la que en la enmienda a la totalidad habla de pistoleo fiscal. Es que cuando ya no tienen ustedes argumentos, cuando ya ustedes se quedan sin adjetivos, utilizan el superlativo del superlativo. No sé lo que va a decir - creo que es el señor Espinosa el que va a intervenir -, pero no le han dejado a usted nada, señor Espinosa, en la parte fiscal. Son ustedes los que hablan de pistoleo fiscal, y yo entiendo que usted no se reconozca en ese argumento. Señoría, no sé quién lo habrá escrito, pero, desde luego, parece todo menos moderado, menos constructivo o menos presente. Habla usted de la reforma laboral otra vez, y yo creo que hemos sido muy claros desde que hemos llegado a Moncloa, señoría. Claro que vamos a corregir los errores del Partido Popular con su reforma laboral. ¡Lo vamos a corregir y vamos a modernizar las relaciones para el siglo XXI! Y lo vamos a hacer con los empresarios y los sindicatos. Le quiero recordar, señor Casado, que ustedes hicieron una reforma laboral sin pactar con nadie, absolutamente con nadie. Y no solo no ayudan al consenso, sino que ponen una y otra vez chinas en el camino. Usted lo que propone en esta tribuna, señor Casado, ni siquiera es una vuelta a la etapa del señor Rajoy. Usted vuelve directamente a las políticas que encabezaba el señor Aznar. Usted idealiza ese pasado, señoría; lo hace aferrado a unas variables, a unos parámetros que no se corresponden para nada con la realidad de la sociedad española del siglo XXI. Usted, desde esa perspectiva, no sabe interpretar la realidad, lo ve todo negro y solo se preocupa por los rendimientos electoralesque puedan tener sus actuaciones o que puedan tener sus políticas. Yo creo, señoría, y lo creo sinceramente, que este país no va a perdonar que el Partido Popular en el peor momento de su historia se encogiera de hombros y pusiera chinas en el camino al escudo social y a la recuperación. No se lo van a perdonar, señor Casado, y se lo van a achacar dentro y fuera de su partido. Yo he sido extraordinariamente respetuosa con usted, no le he hablado a usted para nada de sus entretenimientos en relación con la situación interna de su partido. Señoría, no le he dicho absolutamente nada.",,,,
ParlaMint-ES_2022-10-05-CD221005.u214,2022-10-05,Legislatura XIV,"por su interpelación. Los ciudadanos seguramente están decepcionados con esta interpelación que usted plantea porque la verdad es que los ciudadanos están hartos. Están hartos de que les metan miedo, están hartos de que les hablen de inseguridad, como ha hecho usted desde esta tribuna, y de que no les demos realmente soluciones a sus problemas. Ciertamente, es triste comprobar que su partido no hace, con este posicionamiento, política útil, política por el bien de la ciudadanía ni tan siquiera política en defensa de los intereses de sus propios votantes, porque están haciendo política exclusivamente para unos pocos, pero sacando mucho provecho, mucho rédito político. Claro, esto a ustedes les viene bien y, por eso, yo creo que es necesario que en este debate situemos las cosas en su sitio.",,,,
ParlaMint-ES_2019-02-21-CD190221.u138,2019-02-21,Legislatura XII,"Madre mía, lo que hay que escuchar, esto es un aprendizaje continuo. En este penúltimo Pleno de la legislatura tenemos la oportunidad de que todo el mundo vea en apenas un solo debate la total y absoluta falta de vergüenza de los que nos llevaron a la peor crisis en décadas a golpe de pelotazo urbanístico. Señorías del Partido Popular, ni siquiera voy a entrar al fondo de su enmienda a la totalidad, porque insisten en las medidas que nos han traído a la situación de emergencia habitacional que tenemos hoy, más especulación inmobiliaria, más regalos fiscales a los fondos de inversión, etcétera. Esto de hoy, señorías, no es una enmienda a la totalidad de una ley, esto de hoy es un burdo intento de borrar del mapa a todas las personas y movimientos sociales que en estos últimos diez años han demostrado que su falta de política de vivienda no era solo una vulneración de derechos o un modelo económico de pelotazo y corrupción, sino que le estaba costando la vida a la ciudadanía a la que el Gobierno tenía el deber de escuchar y proteger. Ustedes han hecho lo imposible por impedir que la dignidad de tanta gente se concrete en este Congreso con la ley de la Plataforma de Afectados por la Hipoteca, la alianza por la pobreza energética y los sindicatos de inquilinas. Primero, la vetaron; después, votaron no; y luego presentaron esta enmienda a la totalidad con el único objetivo de seguir impidiendo su trámite. Pero todo eso no lo han hecho solos, lo han hecho ustedes y lo ha hecho Ciudadanos. Porque claro, ¿quién necesita que el derecho a la vivienda esté garantizado cuando se tiene a una sociedad opaca de más de 2 millones de euros con la que comprarse una casa como la señora Villacís, verdad? ¿Quién lo necesita? Ustedes, que ahora en campaña jugarán a las siete diferencias, no solo tienen en común haber pactado en Andalucía con la extrema derecha...",,,,
ParlaMint-ES_2021-02-02-CD210202.u100,2021-02-02,Legislatura XIV,"hoy, esta moción de Esquerra, subsiguiente a la interpelación presentada en el último Pleno antes de acabar el año, se debate con dos novedades: un nuevo ministro de Política Territorial del PSC, un contador de naciones, y unexministro, también del PSC, que se ha convertido en el mejor candidato de Esquerra para las elecciones del próximo 14 de febrero; un PSC que ha presidido en dos ocasiones el Gobierno de la Generalitat, del que Esquerra ha formado parte, y unosGobiernos que han sido nefastos para Cataluña y que han sido el origen de la situación en la que nos encontramos de ruina económica, de inseguridad jurídica, de ruptura de la convivencia y del abandono del constitucionalismo. Todo empezó en 2003, cuando el PSC acordó con Esquerra la exclusión del Partido Popular de todas las instituciones del Estado y de Cataluña, así como el impulso de la plurinacionalidad, creando un cordón sanitario contra la mitad de lapoblación catalana a través de los pactos del Tinell. Pusieron su empeño en la desaparición gradual del Estado en Cataluña y de todo lo que significara la pertenencia a España, relegando el castellano en la educación, imponiendo multaslingüísticas, incorporando el derecho a decidir en su programa electoral y asegurando que en España hay ocho naciones, nueve si sumamos Navarra, en palabras del señor Iceta. Por eso les decía que el señor Illa es el mejor candidato de Esquerra y sufuturo socio, ya que no les quepa ni la menor duda de que los votos constitucionalistas que obtengan los va a entregar al separatismo para reeditar otro tripartito. En esta moción le proponen al Gobierno de Sánchez mercadear sobre la soberanía nacional. Les recuerdo, señores de Esquerra y señores del Gobierno, que la soberanía nacional pertenece al pueblo español en su conjunto. Piden al Gobierno quevuelva a sentarse a negociar con quienes tienen en sus filas a condenados por cometer delitos de malversación de dinero público y de sedición, por infringir la ley, por infringir la Constitución, con quienes representan a una sola parte de lasociedad catalana, con postulados inmovilistas, rupturistas, cerrados, populistas y antidemocráticos. Les piden, señores del Gobierno, hablar sobre amnistía y sobre el ejercicio del derecho de autodeterminación. ¿Qué va a votar el Grupo Socialistaa esta moción, a estas peticiones? Tenemos verdadero interés en conocer el sentido de su voto, y creo que también están todos los catalanes y el resto de españoles muy pendientes de lo que van a votar ustedes, señores socialistas. El cumplimiento de la ley es consustancial a la democracia, la Constitución es el marco que nos permite la convivencia pacífica en libertad y en igualdad, marco que ustedes quieren romper. Ustedes prometen repetir aquel golpe de ruina y dediscordia que expulsó a las empresas de Cataluña y rompió la convivencia entre catalanes. Siguen diciendo que lo volverán a hacer y, además, añaden que no habrá jueces para pararlos, como recientemente ha declarado su portavoz, el diputado Rufián. Ustedes defienden la impunidad, y la impunidad es lo contrario a la convivencia. Actualmente, el desamparo de los constitucionalistas es tal que Cataluña se ha convertido en el único lugar de España en donde no existe el libre y normal ejercicio delos derechos constitucionales, en donde el ejercicio y la defensa de muchos de esos derechos se han convertido en una hazaña heroica o judicial. El próximo día 14 los catalanes tenemos la oportunidad de revertir esta situación, de devolver a Cataluña la prosperidad económica, la libertad, la seguridad, el empleo, la convivencia, el pluralismo, la alegría y el orgullo que antes serespiraba de pertenecer a una tierra emprendedora que fue motor económico de España. El próximo día 14 los catalanes tenemos el verdadero derecho a decidir entre continuar en este agujero negro del separatismo y del inmovilismo o apostar por el constitucionalismo, por la pluralidad, por la diversidad, por la libertad y por la convivencia.",,,,
ParlaMint-ES_2018-06-27-CD180627.u93,2018-06-27,Legislatura XII,"Para tranquilidad del señor Hernando y del señor Rivera, tranquilos, todavía no vienen los rojos. Señor presidente, ¿qué tiene pensado hacer el Gobierno para restituir los derechos civiles, dinamitados por el Gobierno del Partido Popular en los últimos años?",,,,
ParlaMint-ES_2019-09-17-CD190917.u86,2019-09-17,Legislatura XIII,"hemos vivido un fin de semana desolador con la devastación y las terribles consecuencias que ha causado la tormenta de gota fría. Ante todo quiero enviar un cálido abrazo a todos los vecinos y vecinas del País Valencià, Murcia, Andalucía, Castilla-La Mancha y Madrid. Lamentablemente se ha llevado lo más preciado de todo: siete vidas. Toda nuestra solidaridad y apoyo. Este final de verano ha sido sin duda uno de los peores que se recuerdan desde un punto de vista climatológico, y parece evidente que el impacto del cambio climático obliga a un debate sobre los mecanismos de planificación y prevención de desastres naturales y de adaptación a una realidad cada vez más imposible de esconder. No quiero hacer un discurso alarmista ni tremendista, pero lo que se ha hecho hasta ahora es insuficiente, y hay que empezar a trabajar basándonos en las evidencias científicas, que indican que lo que hoy nos parece coyuntural o excepcional va en camino de convertirse en un cambio estructural que se traduciría, por un lado, en un fuerte incremento de riesgos de sequía, que serán cada vez más frecuentes, largas e intensas, favoreciendo incendios cada vez más extremos; y por el otro, inundaciones, con crecidas más frecuentes y caudales máximos cada vez más incrementados. Este planteamiento no es una elucubración de nuestro grupo, sino que forma parte de las conclusiones recogidas en el informe de la subcomisión de Agua y Cambio Climático aprobado en la legislatura anterior, que recoge no solo las deficiencias actuales, sino diversas propuestas pragmáticas para corregirlas. Hoy por hoy los principales esfuerzos presupuestarios se centran en actuaciones de reparación para atender los efectos, cuando por el contrario cada vez más deberían prevalecer las políticas de prevención y adaptación. En tal sentido el trabajo de la subcomisión apunta a una estrategia de planificación y prevención ante catástrofes como inundaciones o incendios. Miren, quiero hacer referencia al que me tocó más de cerca este verano, el incendio de la ribera d'Ebre, que afectó a ocho municipios en el cruce de tres comarcas de Tarragona y Lleida, y donde solo en Flix, mi pueblo, el fuego arrasó 4000 hectáreas. Después de los desvelos por ayudar a las familias desplazadas de sus casas y la gestión de la emergencia de los primeros días, los ayuntamientos deben afrontar la recuperación de la catástrofe, y con tal finalidad los ayuntamientos de muchos de estos municipios reclamaron ser declarados como zona afectada gravemente por una emergencia de protección civil. En consecuencia vemos oportunas las medidas aquí planteadas en la PNL, pero quisiera puntualizar sobre el alcance de alguna de ellas. En cuanto a las ayudas por daños materiales, estas deberían incluir a las edificaciones que no son ni primeras viviendas ni sedes de empresas o administraciones; son muchos los casos en que este hecho limitante ha dejado sin ayudas a las familias afectadas. Asimismo no deberían aplicarse las limitaciones de los gastos de las corporaciones locales previstas en el artículo 5.b) del Real Decreto 307/2005, permitiendo que se puedan atender todos los gastos efectuados por los ayuntamientos. En lo que atañe al punto 4, no se queden, por favor, en evaluar, apliquen las reducciones de índices, como se ha pedido ya desde muchos ayuntamientos. Como reflexión general diré que las actuaciones bienintencionadas que ustedes plantean deben impulsarse con lealtad institucional con las administraciones que ya están actuando sobre estas catástrofes. En el caso de Cataluña, el Departament d'Agricultura, con la consellera Jordà al frente, ya ha trazado un plan de acción frente a los incendios, que debe ser la guía para todas las acciones futuras con las que el Estado quiera contribuir. No tengan la tentación de implementar una vez más un paquete de ayudas que se solape o contravengan las medidas que ya se han adoptado. Para terminar quiero enviar un saludo a todos los payeses y personas que viven de la tierra y que, debido a los desastres que estamos viviendo, ven cómo de repente lo han perdido todo. Entre todos haremos posible que rebrotemos. Rebrotarem.",,,,
ParlaMint-ES_2020-06-24-CD200624.u109,2020-06-24,Legislatura XIV,"su experiencia sanitaria era nula. Ante una epidemia así, usted pudo renunciar y dejar a alguien que supiera, pero la ignorancia suele ser muy osada. Por eso, usted menospreció los graves informes que desde la Organización Mundial de la Salud llegaban desde el mes de enero. Usted no hizo acopio de material que hubiera salvado vidas ni cerró aeropuertos a tiempo. Usted demoró su reacción para no prohibir el 8-M y eso tuvo efectos letales. Asumió un mando único para el que no estaba capacitado. Su desconocimiento en materia de salud pública nos llevó a una cuarentena medieval, tarde, la más larga del mundo y que ha triturado nuestra economía. Tiró el dinero de los españoles en un material falso por su empeño en beneficiar a empresas sin experiencia de amigos en lugar de a empresas españolas expertas. Abandonó a los sanitarios sin material de protección y, por eso, somos récord mundial en infectados y en fallecidos. Ocultó a sus expertos y ha mentido a todos todo el tiempo con las cifras de muertos. Señor ministro, el balance era una pregunta retórica, porque ya lo han hecho todos los expertos mundiales, que le hacen a usted sin distinción el responsable de la peor gestión y de la peor respuesta del mundo. Eso sí, le reconocen muy bien su capacidad para buscar la impunidad y su incapacidad para asumir responsabilidades. Señorías, es indispensable que conozcamos la verdad no solo para evitar nuevos errores, sino porque se lo debemos precisamente a los 45 000 españoles fallecidos. Ahora tenemos nuevas amenazas, señor ministro. Prepare al país para los rebrotes, establezca garantías máximas en los aeropuertos y acepte nuestras propuestas en torno a la sanidad con el Plan Cajal, nuestro plan jurídico y nuestro plan económico. Señor ministro, no sea de nuevo irresponsable, aprenda algo y no vuelva a mandar a España al abismo de nuevo.",,,,
ParlaMint-ES_2021-10-20-CD211020.u34,2021-10-20,Legislatura XIV,"la semana pasada le citaba la mala imagen que está teniendo España en Estados Unidos, y esta semana ha sido Europa. Diecinueve presidentes de grandes compañías europeas se han dirigido a líderes, desde Angela Merkel Hasta Emmanuel Macron, para poner a España como ejemplo a no seguir, señora vicepresidenta, por la gran inseguridad jurídica que genera este Gobierno y que les genera España; una inseguridad jurídica que genera falta de confianza de los inversores y que pone en riesgo la recuperación. Quizá por eso, en el primer semestre de este año la inversión extranjera en España ha caído un 45 % respecto a niveles previos a la crisis. Señora ministra, entre las materias primas más importantes de lo que ahora se llama diplomacia económica se sitúa el respeto a la propiedad privada. Y no lo digo yo, eso lo leí en una tesis que firmó - no escribió - un tal doctor Sánchez. Y es que sin propiedad privada no hay libertad y sin libertad no hay democracia. ¿Cree usted que la política de este Gobierno defiende la democracia?",,,,
ParlaMint-ES_2022-06-29-CD220629.u181,2022-06-29,Legislatura XIV,"la política exterior española actual está en una crisis profunda por su improvisación y falta de rumbo. En su comparecencia de la semana pasada, el ministro nos habló de aciertos durante su mandato, pero le sobró soberbia y lefaltó humildad para reconocer los errores de calado que se han cometido durante este tiempo. Un ejemplo paradigmático de esta política improvisada al servicio de Sánchez lo encontramos en la carta enviada a Mohamed VI, publicada por la Casa Realmarroquí el pasado 14 de marzo, por la que se modificaba la posición histórica de España respecto del Sáhara, eludiendo, como saben, toda consulta previa con el rey y con su propio Gobierno, y lo que es más grave, evitando todo debate parlamentario,lo cual no es aceptable. Además, ha dado pie a todo tipo de especulaciones relacionadas con el asunto Pegasus y el robo de información del teléfono de Sánchez, pues nadie en esta Cámara, nadie, encuentra otras razones para este cambio, a no ser quesea una decisión personal del presidente, lo cual es igualmente inaceptable. La política exterior es una política de Estado y, por tanto, de consenso con el resto de las fuerzas políticas, en especial, con los principales partidos de la oposición, por lo que Sánchez no puede ni debe actuar como jefe del Estado porquesencillamente no lo es. Si de humanos es cometer errores, de necios es perseverar en el error, y esto es lo que hizo el presidente el 7 de abril, tres semanas después, cuando viajó a Marruecos y firmó una declaración conjunta en la que, además, noaparece ni una sola palabra sobre la españolidad de Ceuta y Melilla y de las islas y peñones de soberanía española al norte de África. Es aquí donde se percibe claramente la debilidad, una vez más, de este Gobierno socialcomunista. Por elcontrario, el Gobierno marroquí persiste en su política asertiva agresiva con sus reclamaciones de soberanía sobre estos territorios. Marruecos califica Ceuta y Melilla como ciudades usurpadas, a las que considera, junto con las islas y peñones,las últimas colonias en África. El Reino de Marruecos tiene claros sus intereses permanentes, mientras que nuestro Gobierno va dando bandazos en sus relaciones con dicho reino y consintiendo que sea este país quien marque la hoja de ruta según susintereses y de la forma que sea. Señorías, en el Magreb se ha tratado de vestir a un santo desvistiendo a otro, una falta de tacto político que nos ha llevado a que Argelia suspenda el Tratado de Amistad y revise sus relaciones comerciales con España, especialmente lasrelacionadas con el suministro de gas, algo que no es baladí en estos momentos de crisis energética. Por falta de tiempo, hoy no hablaré de Europa, en la que ya no estamos entre los mejores; ni de Iberoamérica, donde hemos perdido influencia. La moción que hoy nos trae el PP es como una carta a los Reyes Magos, con un petitum de quince puntos, que votaremos uno por uno, siendo diez de ellos más de defensa que de exteriores, si bien algunos de ellos merecen un comentario. Elpunto 2 pide impulsar que el nuevo concepto estratégico de la OTAN contemple la garantía de protección de todo el territorio nacional, con particular atención a los territorios no peninsulares. Señorías del PP, bienvenidos a los postulados de VOX, aunque a nosotros nos hubiese gustado solicitar la modificación del artículo 6 del tratado para incluir explícitamente a las ciudades de Ceuta y Melilla y a las islas y peñones de soberanía española al norte de África, algo propuesto pornuestro grupo en repetidas ocasiones, y por lo que presentamos una enmienda de modificación a este punto, así como otras tres enmiendas de modificación a los puntos 6 y 7, referentes al sostenimiento de materiales y a presupuestos de Defensa. El punto 14 hace referencia a las amenazas a la libertad provenientes de movimientos totalitarios de corte comunista en Hispanoamérica, al que también presentamos otra enmienda, y esperamos que todas ellas sean tenidas en cuenta por el GrupoPopular. En el punto 13 se solicita recomponer la relación política, económica y comercial con Argelia, recuperando para ello la posición de neutralidad activa respecto al futuro del Sáhara previa a la famosa carta del 14 de marzo. Este punto nosparece de vital importancia, pues ya no solo Marruecos nos aplica la estrategia del chantaje migratorio, sino que Argelia, vistos los resultados de nuestra nueva relación con Marruecos, ha hecho lo propio al permitir la salida de más de cien inmigrantes irregulares e ilegales que llegaron a las islas Baleares a bordo de seis pateras el pasado 8 de junio, parece que como aviso y represalia por las declaracionesrealizadas por Sánchez en este Congreso ese mismo día, el 8 de junio, cuando se reafirmó en su bandazo respecto del Sáhara. Señorías, concluyo con una reflexión que nos tiene que hacer pensar seriamente. Más de 2000 inmigrantes intentaron el asalto a la valla de Melilla el pasado viernes, con un terrible balance de decenas de muertos y cientos de heridos, entreellos, nuestros guardias civiles. Imágenes escalofriantes de una invasión que, según Sánchez, ha sido bien resuelta por Marruecos. ¡Qué falta de empatía del autócrata! Estas desgracias y el atentado a nuestra seguridad y soberanía son lasconsecuencias de las políticas migratorias de este Gobierno...",,,,
ParlaMint-ES_2015-05-12-CD150512.u39,2015-05-12,Legislatura X,"el indulto es una institución jurídica extraordinaria, pero, en la medida en que el órgano que concede el indulto es el Poder Ejecutivo, puede afirmarse que también tiene un claro carácter político. Ello, unido a la falta de transparencia del proceso y a la ausencia de una regulación pormenorizada de las circunstancias que motivan la concesión o denegación del indulto, suscita con frecuencia interrogantes sobre las variables referidas al contexto político del indulto y, en particular, sobre el ministro que lo concedió. Un estudio publicado en el año 2011 en el número nueve de la Revista española de investigación criminológica, de los juristas Doval, Blanco, Fernández-Pacheco, Viana y Sandoval, señala que entre los años 2000 y 2008 los sucesivos Gobiernos del Partido Popular y del Partido Socialista concedieron un total de 4.667 indultos, con una media anual de 519; unos 42 indultos cada mes. Por ejemplo, el 1 de diciembre del año 2000 el entonces ministro de Justicia, Ángel Acebes, concedió 1.443 indultos en bloque en un solo día, justificándolos porque el Papa Juan Pablo II había pedido al Gobierno medidas de gracia con motivo del año jubilar. Puede entenderse, señorías, que el indulto, al ser la última esperanza del condenado, suavice o subsane penas desproporcionadas, o que sea concedido en determinadas circunstancias, como las responsabilidades familiares del reo, la avanzada edad del penado, su menor peligrosidad o la existencia de enfermedades incurables. Sin embargo, estamos hablando de otra cosa; estamos hablando de que en no pocos casos la calificación jurídica del delito cometido, la pertenencia del reo a un partido político determinado, a una institución pública o a poderes económicos relacionados han generado polémica y dudas razonables sobre un problema preocupante: saber si el tipo de delito y el rango o condición del sujeto condenado influyen o no en la concesión del indulto. Ese es el debate público que hay en la sociedad española, la creencia de que el indulto se ha convertido en un mecanismo de abuso por parte de los distintos gobiernos, y permítanme decir que de forma especial del actual Gobierno del Partido Popular. De eso estamos hablando. Les recuerdo, señorías, que en el debate parlamentario que tuvimos aquí sobre el tema de las leyes de transparencia, en el debate parlamentario de la Ley de altos cargos, diversos grupos parlamentarios pidieron al principal grupo del Gobierno, le pidieron al Gobierno la regulación del tema de indulto en el caso de que este no fuera regulado en ninguno de esos proyectos de ley. El silencio fue la respuesta y lo sigue siendo, porque en gran parte el Partido Popular no renuncia a un mecanismo discrecional para, en muchas ocasiones, usar el indulto con sus amigos. Sí, es necesaria una regulación del indulto en nuestro país fruto, repito, del abuso que se está produciendo en su uso. Por tanto, de forma clara, el tipo de medidas de gracia que supone el indulto puede suponer un atentado frontal para el principio de legalidad de los delitos y de las penas, y sería incompatible con el principio de igualdad ante la ley por su carácter discrecional, arbitrario y, en gran parte, secreto. Vamos a votar a favor de la propuesta del Grupo Parlamentario Socialista porque estamos de acuerdo con las cuatro medidas angulares que propone. Primero, exceptuar los delitos de corrupción para que estos no puedan ser indultados. Qué gran mensaje sería este para la sociedad española. Segundo, obligar a la motivación del indulto, porque algunos indultos, si se motivaran, significarían la vergüenza del que redacta la motivación, ya que saben perfectamente que algunos de ellos no tienen motivación alguna. Tercero, cotejar la opinión del tribunal o magistrados que emitieron la condena. Sí, eso es imprescindible. Finalmente, asegurar la información regular al Congreso de los Diputados y a su Comisión de Justicia y, si me permiten, la elaboración de un índice estadístico oficial para que sepamos con luz y taquígrafos por qué, a quién y cuántos indultos se producen en nuestro país.",,,,
